1,['em'],em,https://www.accuweather.com/en/weather-news/hiding-from-a-tornado/62579
2,['em'],em,http://webmaila.netzero.net/html/blankPhnx-2.0.0.min.html
3,['em'],em,https://outlook.live.com/mail/
4,['em'],em,https://outlook.live.com/mail/
5,['em'],em,https://outlook.live.com/mail/
6,['em'],em,http://obits.mlive.com/obituaries/grandrapids/obituary.aspx?n=gerald-schmidt&pid=189249180&fhid=10099
7,['wp'],em,https://www.zulily.com/p/coral-geometric-kayla-patent-leather-sandal-285694-56947319.html?search_pos=3&search_page=1&fromSearch=true
8,['wp'],em,https://www.activebeat.com/diet-nutrition/10-signs-you-may-have-a-thyroid-problem/2/
9,['wp'],em,http://www.legacy.com/obituaries/bostonglobe/
10,['em'],em,http://webmaila.netzero.net/html/blankPhnx-2.0.0.min.html
11,['wp'],em,https://www.zulily.com/e/eye-catching-savings-women-298685.html
12,['em'],em,http://primerewardz.com/go/cont
13,['em'],em,http://webmailab.juno.com/html/blankPhnx-2.0.0.min.html
14,['em'],em,https://rewind.topix.net/slideshow/19529/slide24
15,['em'],em,https://mg.mail.yahoo.com/neo/launch?redirectToNorrin=false
16,['em'],em,https://mail.aol.com/webmail/en-us/mobile
17,['em'],em,https://webmail.juno.com/webmail/new/5?session_redirect=true&userinfo=5cc0057652d7af320e85ca5cbf170120&count=1521252279&type=no%2Dmagic&userinfo=5cc0057652d7af320e85ca5cbf170120&count=1509148787&cf=sp&randid=2021188473
18,['wp'],em,https://www.zulily.com/p/black-embroidered-novelty-flip-flop-299948-58112063.html?pos=5&fromEvent=299948
19,['em'],em,https://outlook.live.com/
20,['wp'],em,"http://jobright.com/Healthcare/Tampa,%20FL/30/25/1?v=2&sub_id=134100407"
21,['em'],em,https://mg.mail.yahoo.com/neo/launch?redirectToNorrin=false
22,['wp'],em,https://us-u.openx.net/w/1.0/pd?plm=6&ph=ff8e4fa2-bb24-4708-9dd0-d5adef7c6557&gdpr=0
23,['em'],em,http://www.amarktflow.com/PixelEventLogIframe.aspx?FlowID=22102&VID=kcClp65cxZF7J9bd1%7C1h3A2&PixelEvtID=15341
24,['em'],em,http://www.sunjournal.com/obituaries/
25,['wp'],em,http://thedigitalbits.com/
26,['em'],em,https://outlook.live.com/
27,['em'],em,https://outlook.live.com/
28,['em'],em,https://outlook.live.com/
29,['em'],em,http://webmaila.netzero.net/html/blankPhnx-2.0.0.min.html
30,['em'],em,http://fga6831.busyrange.com/search?type=colleges%2Bonline%2Bin_6831&mk=us&query=colleges%2Bonline%2Bin&kwp=87&kwid=7801781&ip=47.144.41.153&lid=28407&pid=6831&catid=1373&search_limit=5&enc_email=da35ebe2cb06a400ba837af0250dca41&channel=2&token=131c20643ce248e701c21f87c0ded0f1&Partner=adknowledge_mobile_2click_b_search&test_id=-1&txn=4bfb55c3b817b1ee5920c9073b0413fa
31,['em'],em,https://ir.ebaystatic.com/cr/v/c1/x-frame-4.html
32,['wp'],em,https://www.hometalk.com/28041311/extra-cabinet-storage?
33,['wp'],em,https://www.mypoints.com/daily-todo
34,['wp'],em,https://www.zulily.com/e/on-the-bright-side-baby-to-big-kids-293963.html?ext_id=VD7M4M64RJPC&map_id=1&deliverable=&MailingID=1503784&tid=RetEm_LCMDaily_ET27
35,['em'],em,https://outlook.live.com/
36,['em'],em,https://outlook.live.com/
37,['em'],em,https://outlook.live.com/
38,['wp'],em,http://ad.bidfluence.com/serving/serving.html
39,['em'],em,http://webmailb.netzero.net/html/blankPhnx-2.0.0.min.html
40,['em'],em,https://mail.tecumseh.k12.ok.us/owa/
41,['wp'],em,https://www.mate1.com/nw/indexPagePixel
42,['em'],em,https://mail.tecumseh.k12.ok.us/owa/
43,['wp'],em,http://www.legacy.com/obituaries/mohavedailynews/
44,['em'],em,http://webmailb.netzero.net/html/blankPhnx-2.0.0.min.html
45,['em'],em,http://webmailb.netzero.net/html/blankPhnx-2.0.0.min.html
46,['em'],em,https://outlook.live.com/
47,['em'],em,https://mail.tecumseh.k12.ok.us/owa/
48,['em'],em,https://mail.yahoo.com/
49,['em'],em,https://us-mg6.mail.yahoo.com/neo/launch?.rand=4amj41qdt4gh3&guccounter=1
50,['em'],em,https://mail.yahoo.com/
51,['em'],em,https://mail.yahoo.com/
52,['em'],em,http://webmailb.juno.com/html/blankPhnx-2.0.0.min.html
53,['em'],em,https://east.exch028.serverdata.net/owa/
54,['em'],em,https://us-mg6.mail.yahoo.com/neo/launch?.rand=4amj41qdt4gh3&guccounter=1
55,['em'],em,http://webmaila.juno.com/html/blankPhnx-2.0.0.min.html
56,['wp'],em,http://rdcdn.com/f?p=8457&m=0541aff64a21f9f9dcdbe9d2b6f7dc26&lrid=384236
57,['em'],em,https://us-mg6.mail.yahoo.com/neo/launch?.rand=4amj41qdt4gh3&guccounter=1
58,['em'],em,https://us-mg6.mail.yahoo.com/neo/launch?.rand=4amj41qdt4gh3&guccounter=1
59,['em'],em,https://outlook.live.com/
60,['wp'],em,https://my.xfinity.com/adframe/home/x31
61,['em'],em,https://east.exch028.serverdata.net/owa/
62,['em'],em,http://webmaila.juno.com/html/blankPhnx-2.0.0.min.html
63,['em'],em,http://webmaila.juno.com/html/blankPhnx-2.0.0.min.html
64,['wp'],em,https://www.zulily.com/
65,['wp'],em,https://www.zulily.com/?ext_id=W73PR7DWFRH3&map_id=1&MailingID=1503790&tid=RetEm_LCMDaily_NewTodayNew
66,['wp'],em,https://www.legacy.com/obituaries/louisville/browse
